arxiv_id,title,year,authors_short,direction_tag
2011.04091,Exploiting collisions for sampling-based multicopter motion planning,2020,Jiaming Zha et al.,N_path_repair
2011.06450,A deep Q-Learning based Path Planning and Navigation System for Firefighting Environments,2020,Manish Bhattarai et al.,L_learning_path_optimization
2011.07383,Search-based Planning for Active Sensing in Goal-Directed Coverage Tasks,2020,Tushar Kusnur et al.,E_bounded_suboptimal_search
2011.10737,Neural-iLQR: A Learning-Aided Shooting Method for Trajectory Optimization,2020,Zilong Cheng et al.,L_learning_path_optimization
2011.12491,World Model as a Graph: Learning Latent Landmarks for Planning,2020,Lunjun Zhang et al.,G_subgoal_optimization
2012.08892,E$ \mathbf{^3} $MoP: Efficient Motion Planning Based on Heuristic-Guided Motion Primitives Pruning and Path Optimization With Sparse-Banded Structure,2020,Jian Wen et al.,F_hybrid_astar
2012.14576,Dynamical Systems based Obstacle Avoidance with Workspace Constraint for Manipulators,2020,Dake Zheng et al.,C_elastic_band
1901.00101,Probabilistically Safe Corridors to Guide Sampling-Based Motion Planning,2019,Jinwook Huh et al.,I_corridor_planning;O_dense_forest_narrow_passage
1901.03922,Computing Large Convex Regions of Obstacle-Free Space via Semidefinite Programming,2019,Deits and Tedrake,I_corridor_planning
1901.10094,A Homotopy Method for Motion Planning,2019,Shenyu Liu et al.,C_elastic_band
1901.10863,Walking Posture Adaptation for Legged Robot Navigation in Confined Spaces,2019,Russell Buchanan et al.,C_elastic_band
1902.00606,A Sequential Two-Step Algorithm for Fast Generation of Vehicle Racing Trajectories,2019,Nitin R. Kapania et al.,K_dubins_reeds_shepp
1903.02749,Deep Visual MPC-Policy Learning for Navigation,2019,Noriaki Hirose et al.,G_subgoal_optimization
1903.05751,Trajectory Optimization for Unknown Constrained Systems using Reinforcement Learning,2019,Kei Ota et al.,L_learning_path_optimization
1903.10483,Computing a Minimal Set of t-Spanning Motion Primitives for Lattice Planners,2019,Alexander Botros et al.,F_hybrid_astar
1903.11981,Regularizing Trajectory Optimization with Denoising Autoencoders,2019,Rinu Boney et al.,L_learning_path_optimization
1904.02598,DDM: Fast Near-Optimal Multi-Robot Path Planning using Diversified-Path and Optimal Sub-Problem Solution Database Heuristics,2019,Shuai D. Han et al.,H_hierarchical_planning
1904.03693,On-line and on-board planning and perception for quadrupedal locomotion,2019,Carlos Mastalli et al.,E_bounded_suboptimal_search
1906.03684,Trajectory Optimization for Robust Humanoid Locomotion with Sample-Efficient Learning,2019,Majid Khadiv et al.,L_learning_path_optimization
1906.05329,Sub-Goal Trees -- a Framework for Goal-Directed Trajectory Prediction and Optimization,2019,Tom Jurgenson et al.,G_subgoal_optimization
1906.10971,NeuroTrajectory: A Neuroevolutionary Approach to Local State Trajectory Learning for Autonomous Vehicles,2019,Sorin Grigorescu et al.,M_multi_objective_planning
1907.07521,Stochastic Optimization for Trajectory Planning with Heteroscedastic Gaussian Processes,2019,Luka Petrović et al.,Q_informed_sampling
1907.09591,Differentiable Gaussian Process Motion Planning,2019,Mohak Bhardwaj et al.,N_path_repair
1908.00641,Online Motion Planning Over Multiple Homotopy Classes with Gaussian Process Inference,2019,Keshav Kolur et al.,J_homotopy_topology
1909.02896,Fast Trajectory Planning for Multiple Quadrotors using Relative Safe Flight Corridor,2019,Jungwon Park et al.,I_corridor_planning
1909.06570,Planning Jerk-Optimized Trajectory with Discrete-Time Constraints for Redundant Robots,2019,Chengkai Dai et al.,G_subgoal_optimization
1910.08184,Map-Predictive Motion Planning in Unknown Environments,2019,Amine Elhafsi et al.,G_subgoal_optimization
1910.09667,Combining Benefits from Trajectory Optimization and Deep Reinforcement Learning,2019,Guillaume Bellegarda et al.,L_learning_path_optimization
1911.06833,Improved Exploration through Latent Trajectory Optimization in Deep Deterministic Policy Gradient,2019,Kevin Sebastian Luck et al.,B_trajectory_optimization
1710.00567,Online Safe Trajectory Generation For Quadrotors,2018,Gao et al.,I_corridor_planning
1801.06819,A Next-Best-Smell Approach for Remote Gas Detection with a Mobile Robot,2018,Riccardo Polvara et al.,M_multi_objective_planning
1804.07537,Classification of the Dubins set,2018,Shkel and Lumelsky,K_dubins_reeds_shepp
1804.07855,Subgoal Discovery for Hierarchical Dialogue Policy Learning,2018,Da Tang et al.,G_subgoal_optimization
1805.00224,Multi-objective path planning of an autonomous mobile robot using hybrid PSO-MFB optimization algorithm,2018,Fatin H. Ajeil et al.,M_multi_objective_planning
1805.09951,A Data-Driven Approach for Autonomous Motion Planning and Control in Off-Road Driving Scenarios,2018,Hossein Rastgoftar et al.,O_dense_forest_narrow_passage
1806.05767,Motion Planning Networks,2018,Ahmed H. Qureshi et al.,N_path_repair
1807.08325,Potentially Guided Bidirectionalized RRT* for Fast Optimal Path Planning in Cluttered Environments,2018,Zaid Tahir et al.,D_asymptotically_optimal_sampling
1809.03531,PRIMAL: Pathfinding via Reinforcement and Imitation Multi-Agent Learning,2018,Guillaume Sartoretti et al.,L_learning_path_optimization
1809.10252,Deeply Informed Neural Sampling for Robot Motion Planning,2018,Ahmed H. Qureshi et al.,Q_informed_sampling
1811.05113,Topological Area Graph Generation and its Application to Path Planning,2018,Jiawei Hou et al.,J_homotopy_topology
1811.12598,X*: Anytime Multi-Agent Path Finding for Sparse Domains using Window-Based Iterative Repairs,2018,Kyle Vedder et al.,N_path_repair
1701.07549,Robot Coverage Path Planning for General Surfaces Using Quadratic Differentials,2017,Yu-Yao Lin et al.,J_homotopy_topology
1703.08944,Intelligent bidirectional rapidly-exploring random trees for optimal motion planning in complex cluttered environments,2017,Ahmed Hussain Qureshi et al.,D_asymptotically_optimal_sampling
1705.02403,Group Marching Tree: Sampling-Based Approximately Optimal Motion Planning on GPUs,2017,Brian Ichter et al.,D_asymptotically_optimal_sampling
1706.06454,Informed Sampling for Asymptotically Optimal Path Planning (Consolidated Version),2017,Jonathan D Gammell et al.,D_asymptotically_optimal_sampling
1706.09068,Integrated online trajectory planning and optimization in distinctive topologies,2017,Roesmann et al.,C_elastic_band
1707.01888,Batch Informed Trees (BIT*): Informed Asymptotically Optimal Anytime Search,2017,Jonathan D. Gammell et al.,D_asymptotically_optimal_sampling
1709.05401,Search-based Motion Planning for Quadrotors using Linear Quadratic Minimum Time Control,2017,Sikang Liu et al.,F_hybrid_astar
1710.02871,Path Homotopy Invariants and their Application to Optimal Trajectory Planning,2017,Subhrajit Bhattacharya et al.,J_homotopy_topology
1710.03029,SGD for robot motion? The effectiveness of stochastic optimization on a new benchmark for biped locomotion tasks,2017,Martim Brandao et al.,B_trajectory_optimization
1710.06092,Generalizing Informed Sampling for Asymptotically Optimal Sampling-based Kinodynamic Planning via Markov Chain Monte Carlo,2017,Daqing Yi et al.,Q_informed_sampling
1710.08682,Context Aware Robot Navigation using Interactively Built Semantic Maps,2017,Akansel Cosgun et al.,G_subgoal_optimization
1711.06391,Data-driven Planning via Imitation Learning,2017,Sanjiban Choudhury et al.,L_learning_path_optimization
1711.09604,Randomized Physics-based Motion Planning for Grasping in Cluttered and Uncertain Environments,2017,Muhayyuddin et al.,N_path_repair
1712.01491,TrackerBots: Autonomous Unmanned Aerial Vehicle for Real-Time Localization and Tracking of Multiple Radio-Tagged Animals,2017,Hoa Van Nguyen et al.,R_surveys
1601.03648,Functional Gradient Motion Planning in Reproducing Kernel Hilbert Spaces,2016,Zita Marinho et al.,B_trajectory_optimization
1601.06326,Sampling-based Algorithms for Optimal Motion Planning Using Closed-loop Prediction,2016,Oktay Arslan et al.,P_nonholonomic_constraints;F_hybrid_astar
1607.07470,Scaling Sampling-based Motion Planning to Humanoid Robots,2016,Yiming Yang et al.,O_dense_forest_narrow_passage
1612.05143,Sampling-based Motion Planning for Active Multirotor System Identification,2016,Rik Bähnemann et al.,Q_informed_sampling
1504.01783,Proximal operators for multi-agent path planning,2015,José Bento et al.,G_subgoal_optimization
1504.05803,Evaluating direct transcription and nonlinear optimization methods for robot motion planning,2015,Diego Pardo et al.,J_homotopy_topology
1505.00200,An Effective Algorithmic Framework for Near Optimal Multi-Robot Path Planning,2015,Jingjin Yu et al.,H_hierarchical_planning
1507.07602,An Asymptotically-Optimal Sampling-Based Algorithm for Bi-directional Motion Planning,2015,Joseph A. Starek et al.,D_asymptotically_optimal_sampling
1510.08233,A Fast Randomized Method to Find Homotopy Classes for Socially-Aware Navigation,2015,Luigi Palmieri et al.,J_homotopy_topology
1510.08636,Experience-based Planning with Sparse Roadmap Spanners,2015,Coleman et al.,N_path_repair
1401.3843,Theta*: Any-Angle Path Planning on Grids,2014,Kenny Daniel et al.,M_multi_objective_planning
1403.7714,Asymptotically-Optimal Motion Planning using Lower Bounds on Cost,2014,Oren Salzman et al.,D_asymptotically_optimal_sampling
1404.2334,Informed RRT*: Optimal Sampling-based Path Planning Focused via Direct Sampling of an Admissible Ellipsoidal Heuristic,2014,Jonathan D. Gammell et al.,D_asymptotically_optimal_sampling;Q_informed_sampling
1405.2872,Analysis of Asymptotically Optimal Sampling-based Motion Planning Algorithms for Lipschitz Continuous Dynamical Systems,2014,Georgios Papadopoulos et al.,D_asymptotically_optimal_sampling
1405.5848,Batch Informed Trees (BIT*): Sampling-based Optimal Planning via the Heuristically Guided Search of Implicit Random Geometric Graphs,2014,Jonathan D. Gammell et al.,D_asymptotically_optimal_sampling
1410.1950,Experience-Based Planning with Sparse Roadmap Spanners,2014,David Coleman et al.,N_path_repair
1302.0723,Multi-Robot Informative Path Planning for Active Sensing of Environmental Phenomena: A Tale of Two Algorithms,2013,Nannan Cao et al.,M_multi_objective_planning
1302.2828,Multi-agent RRT*: Sampling-based Cooperative Pathfinding (Extended Abstract),2013,Michal Čáp et al.,D_asymptotically_optimal_sampling
1305.5024,A Nonlinear Constrained Optimization Framework for Comfortable and Customizable Motion Planning of Nonholonomic Mobile Robots - Part I,2013,Shilpa Gulati et al.,P_nonholonomic_constraints
1305.6129,Information-Theoretic Approach to Efficient Adaptive Path Planning for Mobile Robotic Environmental Sensing,2013,Kian Hsiang Low et al.,Q_informed_sampling
1306.3532,Fast Marching Tree: a Fast Marching Sampling-Based Method for Optimal Motion Planning in Many Dimensions,2013,Lucas Janson et al.,D_asymptotically_optimal_sampling
1308.0189,"Asymptotically near-optimal RRT for fast, high-quality, motion planning",2013,Oren Salzman et al.,D_asymptotically_optimal_sampling
1310.3163,Finding Locally Optimal Collision-Free Trajectories with Sequential Convex Optimization,2013,Schulman et al.,B_trajectory_optimization
1202.5249,On the Power of Manifold Samples in Exploring Configuration Spaces and the Dimensionality of Narrow Passages,2012,Oren Salzman et al.,O_dense_forest_narrow_passage
1204.6453,The Role of Vertex Consistency in Sampling-based Algorithms for Optimal Motion Planning,2012,Oktay Arslan et al.,D_asymptotically_optimal_sampling
1205.5088,Kinodynamic RRT*: Optimal Motion Planning for Systems with Linear Differential Constraints,2012,Dustin J. Webb et al.,D_asymptotically_optimal_sampling
1104.2800,Identifying Homotopy Classes of Trajectories,2011,Bhatt et al.,J_homotopy_topology
1104.3270,Affine trajectory correction for nonholonomic mobile robots,2011,Quang-Cuong Pham,C_elastic_band;P_nonholonomic_constraints
1105.1186,Sampling-based algorithms for optimal motion planning,2011,Karaman and Frazzoli,D_asymptotically_optimal_sampling
1110.2737,Anytime Heuristic Search,2011,E. A. Hansen et al.,E_bounded_suboptimal_search
1009.4787,Improving the Quality of Non-Holonomic Motion by Hybridizing C-PRM Paths,2010,Itamar Berger et al.,F_hybrid_astar
0912.0266,Combining a Probabilistic Sampling Technique and Simple Heuristics to solve the Dynamic Path Planning Problem,2009,Nicolas A. Barriga et al.,D_asymptotically_optimal_sampling
0404036,Online Searching with an Autonomous Robot,2004,Sandor P. Fekete et al.,R_surveys
0210018,Topological robotics: motion planning in projective spaces,2002,Michael Farber et al.,J_homotopy_topology
